sk_vendor,vendor_code,license_no,jenis_mobil
20099,0000507017,B 9399 TEY,BU/25CT02/HASAN
20100,0000503421,B 9655 PEU,1T.BUILT UP
20101,0000503421,B 9279 PXS,1T.BUILT UP
20102,0000506512,B 9271 JXR,CD/8FCT01/HASAN
20103,0000505138,B 9494 TEV,1KUBIKASI
20104,0000505138,B 9744 TEX,1.KUBIKASI
20105,0000506512,B 9245 JXR,CD/8FCB02/HASAN
20106,0000507232,B 9899 PEU,BU/25CB03/HASAN
20107,0000503421,B 9802 PEU,1T.BUILT UP
20108,0000505138,B 9047 TEY,1.KUBIKASI
20109,0000503520,B 9054 VXR,1T.ENGKEL
20110,0000501246,B 9565 UIU,BU/GBCT01/RIKI
20111,0000503421,B 9290 PXS,1T.BUILT UP
20112,0000503421,B 9785 PEU,1T.BUILT UP
20113,0000503520,B 9054 VXR,1T.ENGKEL
20114,0000503421,B 9284 PXS,BUILT UP
20115,0000502777,B 9618 AU,1T.BUILT UP
20116,0000505138,B 9916 TEY,1.KUBIKASI
20117,0000501246,B 9635 BEU,1T.BUILT UP
20118,0000503421,B 9713 PEU,1T.BUILT UP
20119,0000501246,B 9438 BEU,1T.BUILT UP
20120,0000505138,B 9968 TXT,BU/DCK028/HASAN
20121,0000505138,B 9108 TEY,BU/25CJ01/FIKRI
20122,0000505138,B 9545 TEY,1.KUBIKASI
20123,0000505138,B 9907 TEY,BU/25CT02/RIKI
20124,0000502777,B 9002 XA,1T.BUILT UP
20125,0000505138,B 9692 TEY,BU/25CM01/HASAN
20126,0000505138,B 9198 TEX,1.KUBIKASI
20127,0000505138,B 9036 TEV,1KUBIKASI
20128,0000500755,B 9904 CRW,1T.BUILT UP
20129,0000505138,B 9594 TEW,BU/25CB03/HASAN
20130,0000505138,B 9180 TEV,BU/25JT08/ANDRI
20131,0000505138,B 9866 TEY,KUBIKASI
20132,0000502777,B 9002 XA,1T.BUILT UP
20133,0000505138,B 9332 TEV,BU/20CJ01/RIKI
20134,0000505138,B 9854 TEX,KUBIKASI
20135,0000505138,B 9496 TEY,CD/20CS03/FIKRI
20136,0000505138,B 9977 TEW,KUBIKASI
20137,0000505138,B 9494 TEV,1.KUBIKASI
20138,0000505138,B 9460 TEY,KUBIKASI
20139,0000503849,B 9084 UEV,1T.BUILT UP
20140,0000503520,A 8191 WX,1T.ENGKEL
20141,0000503421,B 9505 PEU,1T.BUILT UP
20142,0000505138,B 9480 TXT,1.KUBIKASI
20143,0000506461,B 9422 SEU,1T.BUILT UP
20144,0000503421,B 9505 PEU,1T.BUILT UP
20145,0000503421,B 9279 PXS,1T.BUILT UP
20146,0000503520,B 9053 VXR,1T.ENGKEL
20147,0000503849,B 9479 SYK,1T.BUILT UP
20148,0000505138,B 9036 TEV,KUBIKASI
20149,0000506461,B 9422 SEU,1T.BUILT UP
20150,0000505138,B 9790 TEW,BU/20CB02/FIKRI
20151,0000502777,B 9883 BEU,1T.BUILT UP
20152,0000505138,B 9100 TXT,1.KUBIKASI
20153,0000503421,B 9857 PEU,BU/20CJ01/RIKI
20154,0000503520,B 9053 VXR,1T.ENGKEL
20155,0000503520,B 9054 VXR,1T.ENGKEL
20156,0000505187,B 9079 BYT,FUSO
20157,0000505138,B 9198 TEX,1.KUBIKASI
20158,0000505138,B 9854 TEX,KUBIKASI
20159,0000505138,B 9036 TEV,1KUBIKASI
20160,0000505138,B 9496 TEY,CD/20CS03/FIKRI
20161,0000505138,B 9594 TEW,BU/25CS01/HASAN
20162,0000502777,B 9597 BEU,1T.BUILT UP
20163,0000506512,B 9232 JXR,CD/8FCJ01/FIKRI
20164,0000503520,B 9054 VXR,1T.ENGKEL
20165,0000505138,B 9150 TEY,BU/25CM01/FIKRI
20166,0000505138,B 9571 TEV,1T.BUILT UP
20167,0000505138,B 9977 TEW,KUBIKASI
20168,0000503520,B 9626 VCA,1T.ENGKEL
20169,0000505138,B 9121 TEW,BU/25JT08/ANDRI
20170,0000505138,B 9494 TEV,1.KUBIKASI
20171,0000502777,B 9917 BEU,1T.BUILT UP
20172,0000505138,B 9560 TEX,BU/20CC010/FIKRI
20173,0000505138,B 9460 TEY,KUBIKASI
20174,0000505138,B 9039 TXT,1.KUBIKASI
20175,0000503520,B 9052 VXR,1T.ENGKEL
20176,0000505138,B 9036 TEV,1KUBIKASI
20177,0000505138,B 9594 TEW,BU/25CS01/HASAN
20178,0000503763,B 9275 TEZ,BU/20CB02/RIKI
20179,0000505138,B 9040 TXU,BU/DCK028/FIKRI
20180,0000503520,B 9054 VXR,1T.ENGKEL
20181,0000503421,B 9784 PEU,BU/25CB03/RIKI
20182,0000505138,B 9039 TXT,1.KUBIKASI
20183,0000503849,B 9164 UEU,1T.BUILT UP
20184,0000505138,B 9460 TEY,KUBIKASI
20185,0000502777,B 9639 BYZ,1T.BUILT UP
20186,0000505138,B 9562 TEW,BU/25JT02/INDRA
20187,0000503520,B 9053 VXR,1T.ENGKEL
20188,0000503849,B 9479 SYK,1T.BUILT UP
20189,0000503849,B 9219 UEU,1T.BUILT UP
20190,0000503849,B 9503 IT,BU/DCC034/FIKRI
20191,0000505138,B 9571 TEV,1.KUBIKASI
20192,0000506512,B 9560 UXV,CD/8FCJ01/RIKI
20193,0000505339,B 9637 BXS,1T.BUILT UP
20194,0000501246,B 9438 BEU,1T.BUILT UP
20195,0000503849,B 9583 WG,1T.BUILT UP
20196,0000505138,B 9603 TEW,1.KUBIKASI
20197,0000502777,B 9883 BEU,1T.BUILT UP
20198,0000506222,BE 9049 YV,KUBIKASI
20199,0000503763,B 9244 TEZ,BU/25CT02/HASAN
20200,0000503520,B 9624 VCA,1T.ENGKEL
20201,0000503520,B 9054 VXR,1T.ENGKEL
20202,0000505138,B 9424 TEX,BU/25JT08ANDRI
20203,0000503421,B 9762 PEU,1T.BUILT UP
20204,0000506461,B 9422 SEU,1T.BUILT UP
20205,0000505138,B 9450 TXT,1.KUBIKASI
20206,0000505138,B 9018 TEV,BU/25CT02/FIKRI
20207,0000503421,B 9662 PEU,BU/20CJ01/HASAN
20208,0000502777,B 9618 AU,1T.BUILT UP
20209,0000505138,B 9099 TEY,BU/20CJ01/HASAN
20210,0000503421,B 9086 PXS,1T.BUILT UP
20211,0000505187,B 9079 BYT,FUSO
20212,0000505138,B 9886 TXT,BU/DCC034/RIKI
20213,0000505138,B 9858 TEY,BU/20CT02/HASAN
20214,0000505138,B 9321 TEW,BU/25JT08/ANDRI
20215,0000505138,B 9089 TXT,1.KUBIKASI
20216,0000506512,B 9234 JXR,CD/8FCJ01/HASAN
20217,0000505138,B 9228 TEX,KUBIKASI
20218,0000503421,B 9734 PEU,1T.BUILT UP
20219,0000505138,B 9938 TEY,KUBIKASI
20220,0000505138,B 9243 TEW,BU/20CC10/HASAN
20221,0000503849,B 9112 UEV,1T.BUILT UP
20222,0000502777,B 9076 BEU,1T.BUILT UP
20223,0000505138,B 9267 TXT,1.KUBIKASI
20224,0000505138,B 9480 TXT,1.KUBIKASI
20225,0000505138,B 9304 TEX,KUBIKASI
20226,0000503421,B 9791 PEU,1T.BUILT UP
20227,0000503520,B 9051 VXR,1T.ENGKEL
20228,0000505138,B 9866 TEY,1T.BUILT UP
20229,0000503421,B 9719 PEU,1T.BUILT UP
20230,0000501246,B 9635 BEU,1T.BUILT UP
20231,0000505138,B 9132 TEW,BU/20CT03/RIKI
20232,0000503520,A 9379 ZX,1T.ENGKEL
20233,0000502777,B 9618 KA,1T.BUILT UP
20234,0000505138,B 9193 TEW,1.KUBIKASI
20235,0000505138,B 9460 TEY,1.KUBIKASI
20236,0000505138,B 9905 TEV,BU/20CJ01/HASAN
20237,0000503421,B 9086 PXS,1T.BUILT UP
20238,0000501246,B 9635 BEU,1T.BUILT UP
20239,0000503421,B 9279 PXS,1T.BUILT UP
20240,0000500755,B 9904 CRW,1T.BUILT UP
20241,0000503421,B 9505 PEU,1T.BUILT UP
20242,0000505138,B 9571 TEV,1.KUBIKASI
20243,0000505138,B 9099 TEY,BU/20CT03/HASAN
20244,0000502777,B 9883 BEU,1T.BUILT UP
20245,0000503421,B 9719 PEU,1T.BUILT UP
20246,0000503849,B 9583 WG,1T.BUILT UP
20247,0000505138,B 9480 TXT,1.KUBIKASI
20248,0000505138,B 9872 TEW,1.KUBIKASI
20249,0000503978,B 9945 UEW,BUILT UP
20250,0000503421,B 9719 PEU,1T.BUILT UP
20251,0000503421,B 9290 PXS,1T.BUILT UP
20252,0000503520,B 9054 VXR,1T.ENGKEL
20253,0000507232,B 9621 KEU,BU/25CB03/FIKRI
20254,0000503421,B 9284 PXS,BUILT UP
20255,0000503520,A 8191 WX,1T.ENGKEL
20256,0000500755,B 9713 CRW,1T.BUILT UP
20257,0000501246,B 9635 BEU,1T.BUILT UP
20258,0000505138,B 9118 TEV,1.KUBIKASI
20259,0000505138,B 9967 TEV,1.KUBIKASI
20260,0000503421,B 9533 PEU,1T.BUILT UP
20261,0000505138,B 9267 TXT,1.KUBIKASI
20262,0000505138,B 9260 TXT,1.KUBIKASI
20263,0000503421,B 9713 PEU,1T.BUILT UP
20264,0000505138,B 9480 TXT,1.KUBIKASI
20265,0000505138,B 9036 TEV,KUBIKASI
20266,0000503421,B 9505 PEU,1T.BUILT UP
20267,0000503978,B 9941 UEW,BUILT UP
20268,0000503763,B 9321 TXU,1.KUBIKASI
20269,0000506454,B 9754 UEW,BU/25JJ05/ANDRI
20270,0000505733,B 9023 VEU,1.KUBIKASI
20271,0000506461,B 9459 SEU,1T.BUILT UP
20272,0000502777,B 9597 BEU,1T.BUILT UP
20273,0000500755,B 9904 CRW,1T.BUILT UP
20274,0000503421,B 9279 PXS,BUILT UP
20275,0000506461,B 9419 SEU,1T.BUILT UP
20276,0000505138,B 9198 TEX,1.KUBIKASI
20277,0000505138,B 9996 TEY,BU/25CT03/RIKI
20278,0000503520,B 9465 BXT,1T.BUILT UP
20279,0000503421,B 9747 PEU,BU/20CJ01/HASAN
20280,0000502777,B 9115 AU,1T.BUILT UP
20281,0000505138,B 9505 TEW,KUBIKASI
20282,0000505138,B 9764 TEV,KUBIKASI
20283,0000507232,B 9632 KEU,BU/25CJ01/RIKI
20284,0000505138,B 9787 TEV,25CS03/HASAN
20285,0000505138,B 9916 TEY,1.KUBIKASI
20286,0000507232,B 9779 FEU,BU/25CB03/FIKRI
20287,0000505733,B 9042 UEN,1.KUBIKASI
20288,0000505138,B 9144 TEW,1KUBIKASI
20289,0000506149,DK 8458 WP,BU/17KM05/FADIL
20290,0000503421,B 9290 PXS,1T.BUILT UP
20291,0000504888,B 9139 UEW,1T.BUILT UP
20292,0000505138,B 9967 TEV,1.KUBIKASI
20293,0000505138,B 9494 TEV,KUBIKASI
20294,0000505138,B 9371 TEW,BU/25JT08/INDRA
20295,0000505339,B 9396 BXS,1T.BUILT UP
20296,0000505138,B 9594 TEW,BU/25CS01/HASAN
20297,0000503520,B 9054 VXR,1T.ENGKEL
20298,0000505138,B 9977 TEW,KUBIKASI
20299,0000502777,B 9210 BYU,1T.BUILT UP
20300,0000503520,B 9626 VCA,1T.ENGKEL
20301,0000505138,B 9480 TXT,1.KUBIKASI
20302,0000503421,B 9505 PEU,1T.BUILT UP
20303,0000502777,B 9879 WG,1T.BUILT UP
20304,0000505138,B 9496 TEY,BU/20CT03/RIKI
20305,0000505138,B 9505 TEW,1.KUBIKASI
20306,0000505138,B 9193 TEW,1.KUBIKASI
20307,0000502777,B 9618 KP,1T.BUILT UP
20308,0000502777,B 9618 AU,1T.BUILT UP
20309,0000505138,B 9193 TEW,1.KUBIKASI
20310,0000505138,B 9460 TEY,1.KUBIKASI
20311,0000505138,B 9388 TXT,1T.BUILT UP
20312,0000503520,B 9052 VXR,1T.ENGKEL
20313,0000503421,B 9662 PEU,BU/20CJ01/RIKI
20314,0000503421,B 9653 PEU,1T.BUILT UP
20315,0000500755,B 9904 CRW,1T.BUILT UP
20316,0000505138,B 9967 TEV,1.KUBIKASI
20317,0000503520,B 9054 VXR,1T.ENGKEL
20318,0000503520,A 9379 ZX,1T.ENGKEL
20319,0000505138,B 9388 TXT,1.KUBIKASI
20320,0000505138,B 9480 TXT,1.KUBIKASI
20321,0000505138,B 9036 TEV,KUBIKASI
20322,0000503421,B 9802 PEU,1T.BUILT UP
20323,0000505138,B 9304 TEX,1.KUBIKASI
20324,0000506461,B 9482 SEU,1T.BUILT UP
20325,0000505138,B 9968 TXT,BU/DCK028/HASAN
20326,0000505138,B 9992 TEW,BU/25JJ05/ANDRI
20327,0000505138,B 9866 TEY,KUBIKASI
20328,0000503421,B 9802 PEU,1T.BUILT UP
20329,0000505138,B 9808 TEY,1T.BUILT UP
20330,0000505138,B 9047 TEY,1.KUBIKASI
20331,0000502777,B 9210 BYU,1T.BUILT UP
20332,0000503421,B 9652 PEU,1T.BUILT UP
20333,0000506512,B 9231 JXR,CD/8FCJ01/HASAN
20334,0000505138,B 9228 TEX,KUBIKASI
20335,0000503421,B 9821 PXR,FUSO
20336,0000505138,B 9039 TXT,1.KUBIKASI
20337,0000505138,B 9529 TXT,BU/DCS062/FIKRI
20338,0000505138,B 9808 TEY,1.KUBIKASI
20339,0000501246,B 9701 UEW,1T.BUILT UP
20340,0000505138,B 9098 TEV,BU/25JS11/INDRA
20341,0000503978,B 9799 UEW,Built Up
20342,0000503421,B 9915 PXS,CD/8FCJ01/RIKI
20343,0000503421,B 9778 PEU,1T.BUILT UP
20344,0000502777,B 9618 KP,1T.BUILT UP
20345,0000503421,B 9634 PEU,1T.BUILT UP
20346,0000505138,B 9409 TEV,BU/20CT02/HASAN
20347,0000505138,B 9808 TEY,1.KUBIKASI
20348,0000503978,B 9799 UEW,BUILT UP
20349,0000505138,B 9005 TXU,BU/DCK028/RIKI
20350,0000506234,Z 9674 MG,KUBIKASI
20351,0000505138,B 9285 TXT,1.KUBIKASI
20352,0000503421,B 9934 PXS,CD/8FCS02/HASAN
20353,0000503849,B 9084 UEV,1T.BUILT UP
20354,0000505138,B 9890 TEU,1.KUBIKASI
20355,0000502777,B 9096 BEU,1T.BUILT UP
20356,0000505138,B 9916 TEY,1.KUBIKASI
20357,0000503421,B 9505 PEU,1T.BUILT UP
20358,0000505138,B 9494 TEV,1.KUBIKASI
20359,0000500755,B 9713 CRW,1T.BUILT UP
20360,0000502777,B 9917 BEU,1T.BUILT UP
20361,0000505138,B 9977 TEW,1.KUBIKASI
20362,0000503421,B 9857 PEU,BU/20CJ01/HASAN
20363,0000505138,B 9132 TEW,BU/20CS02/FIKRI
20364,0000506621,F 9084 SB,CD/GFCJ01/RIKI
20365,0000505138,B 9866 TEY,KUBIKASI
20366,0000502777,B 9002 XA,1T.BUILT UP
20367,0000502777,B 9917 BEU,1T.BUILT UP
20368,0000505138,B 9460 TEY,KUBIKASI
20369,0000505138,B 9267 TXT,1T.BUILT UP
20370,0000503849,B 9084 UEV,1T.BUILT UP
20371,0000503520,B 9053 VXR,1T.ENGKEL
20372,0000505138,B 9505 TEW,KUBIKASI
20373,0000505138,B 9241 TEX,BU/25CT02/FIKRI
20374,0000505138,B 9003 TEZ,1.KUBIKASI
20375,0000505138,B 9007 TXU,BU/DCI003/RIKI
20376,0000503421,B 9086 PXS,1T.BUILT UP
20377,0000503520,B 9465 BXT,1T.BUILT UP
20378,0000505138,B 9146 TEV,BU/25CJ01/RIKI
20379,0000503978,B 9886 UEW,BUILT UP
20380,0000506461,B 9417 SEU,1T.BUILT UP
20381,0000502777,B 9084 BEU,1T.BUILT UP
20382,0000505138,B 9594 TEW,BU/25CP01/RIKI
20383,0000505138,B 9260 TXT,1.KUBIKASI
20384,0000502777,B 9094 BEV,1T.BUILT UP
20385,0000503520,A 8191 WX,1T.ENGKEL
20386,0000506461,B 9417 SEU,1T.BUILT UP
20387,0000503520,A 9379 ZX,1T.ENGKEL
20388,0000500755,B 9713 CRW,1T.BUILT UP
20389,0000505138,B 9077 TEX,BU/20CT02/HASAN
20390,0000505138,B 9997 TXT,BU/18CS07/ANDRI
20391,0000502777,B 9879 WG,1T.BUILT UP
20392,0000503849,B 9046 WF,1T.BUILT UP
20393,0000500755,B 9904 CRW,1T.BUILT UP
20394,0000507232,B 9874 BEU,BU/25JP01/ANDRI
20395,0000506461,B 9428 SEU,1T.BUILT UP
20396,0000506461,B 9422 SEU,1T.BUILT UP
20397,0000505138,B 9419 TXT,1T.BUILT UP
20398,0000502777,B 9618 AU,1T.BUILT UP
20399,0000502777,B 9210 BYU,1T.BUILT UP
20400,0000505138,B 9228 TEX,KUBIKASI
20401,0000502777,B 9618 KP,1T.BUILT UP
20402,0000503763,B 9273 TEZ,BU/25CT02/HASAN
20403,0000506621,B 9200 WDB,CD/GFCT01/HASAN
20404,0000505138,B 9494 TEV,1KUBIKASI
20405,0000505138,B 9744 TEX,1.KUBIKASI
20406,0000507232,B 9807 PXS,BU/25CT03/HASAN
20407,0000505138,B 9047 TEY,1.KUBIKASI
20408,0000503421,B 9290 PXS,1T.BUILT UP
20409,0000503520,B 9054 VXR,1T.ENGKEL
20410,0000503520,B 9053 VXR,1T.ENGKEL
20411,0000501246,B 9635 BEU,1T.BUILT UP
20412,0000505138,B 9490 TEX,1T.BUILT UP
20413,0000505138,B 9461 TEX,1.KUBIKASI
20414,0000502777,B 9155 BEU,1T.BUILT UP
20415,0000502777,B 9879 WG,1T.BUILT UP
20416,0000505138,B 9391 TEW,BU/25JB19/ANDRI
20417,0000505138,B 9798 TEX,1T.BUILT UP
20418,0000503421,B 9655 PEU,1T.BUILT UP
20419,0000501246,B 9701 UEW,1T.BUILT UP
20420,0000502777,B 9618 AU,1T.BUILT UP
20421,0000505138,B 9916 TEY,1.KUBIKASI
20422,0000502777,B 9076 BEU,1T.BUILT UP
20423,0000505138,B 9198 TEX,1.KUBIKASI
20424,0000504861,L 9422 UV,BU/BKM005/AWAN
20425,0000505733,B 9042 UEN,1.KUBIKASI
20426,0000505138,B 9144 TEW,1KUBIKASI
20427,0000505138,B 9030 TEY,BU/20CCC09/FIKRI
20428,0000505138,B 9992 TEW,1T.BUILT UP
20429,0000505138,B 9424 TEX,1T.BUILT UP
20430,0000505138,B 9114 TEV,KUBIKASI
20431,0000506461,B 9417 SEU,1T.BUILT UP
20432,0000500755,B 9713 CRW,1T.BUILT UP
20433,0000505138,B 9505 TEW,1.KUBIKASI
20434,0000503520,B 9054 VXR,1T.ENGKEL
20435,0000503849,B 9046 WF,1T.BUILT UP
20436,0000505138,B 9967 TEV,BU/25JJ05/INDRA
20437,0000505138,B 9450 TXT,1.KUBIKASI
20438,0000503421,B 9732 PEU,1T.BUILT UP
20439,0000504888,B 9123 UEW,1T.BUILT UP
20440,0000503421,B 9105 PXS,BU/20CJ01/FIKRI
20441,0000503520,B 9626 VCA,1T.ENGKEL
20442,0000505138,B 9304 TEX,KUBIKASI
20443,0000503849,B 9362 JN,1T.BUILT UP
20444,0000505138,B 9494 TEV,KUBIKASI
20445,0000503520,B 9051 VXR,1T.ENGKEL
20446,0000503520,A 9379 ZX,1T.ENGKEL
20447,0000505138,B 9503 TEY,BU/20CT02/RIKI
20448,0000505138,B 9866 TEY,1T.BUILT UP
20449,0000503978,B 9945 UEW,BUILT UP
20450,0000505138,B 9938 TEY,KUBIKASI
20451,0000503421,B 9821 PXR,FUSO
20452,0000505138,B 9039 TXT,1.KUBIKASI
20453,0000505138,B 9060 TEY,1.KUBIKASI
20454,0000505138,B 9388 TXT,1.KUBIKASI
20455,0000503520,B 9050 VXR,1T.ENGKEL
20456,0000505138,B 9494 TEV,KUBIKASI
20457,0000505138,B 9872 TEW,1.KUBIKASI
20458,0000505461,B 9758 UEU,BU/25JC01/ANDRI
20459,0000503421,B 9290 PXS,1T.BUILT UP
20460,0000505138,B 9481 TEV,BU/20CC09/RIKI
20461,0000501246,B 9635 BEU,1T.BUILT UP
20462,0000505138,B 9072 TEW,1T.BUILT UP
20463,0000505138,B 9096 TXT,1.KUBIKASI
20464,0000502777,B 9618 AU,1T.BUILT UP
20465,0000502777,B 9618 KA,1T.BUILT UP
20466,0000505138,B 9427 TXT,1.KUBIKASI
20467,0000501246,B 9635 BEU,1T.BUILT UP
20468,0000503421,B 9653 PEU,1T.BUILT UP
20469,0000500755,B 9904 CRW,1T.BUILT UP
20470,0000505138,B 9304 TEX,1.KUBIKASI
20471,0000505138,B 9858 TEY,BU/20CK03/FIKRI
20472,0000503421,B 9732 PEU,1T.BUILT UP
20473,0000505138,B 9018 TEV,BU/25CT02/FIKRI
20474,0000505138,B 9419 TXT,1T.BUILT UP
20475,0000502777,B 9210 BYU,1T.BUILT UP
20476,0000503421,B 9652 PEU,1T.BUILT UP
20477,0000503421,B 9086 PXS,1T.BUILT UP
20478,0000503978,B 9817 UEW,BUILT UP
20479,0000503849,B 9112 UEV,1T.BUILT UP
20480,0000505138,B 9047 TEY,KUBIKASI
20481,0000505138,B 9039 TXT,1.KUBIKASI
20482,0000505138,B 9060 TEY,1.KUBIKASI
20483,0000503520,B 9050 VXR,1T.ENGKEL
20484,0000503017,B 9869 UEV,BU/25JT02/ANDRI
20485,0000505138,B 9258 TEW,1.KUBIKASI
20486,0000505138,B 9161 TEW,1.KUBIKASI
20487,0000503520,B 9052 VXR,1T.ENGKEL
20488,0000505138,B 9967 TEV,1.KUBIKASI
20489,0000503421,B 9785 PEU,1T.BUILT UP
20490,0000503520,B 9624 VCA,1T.ENGKEL
20491,0000505138,B 9096 TXT,1.KUBIKASI
20492,0000505138,B 9194 TEX,BU/25JS11/INDRA
20493,0000501246,B 9637 BEU,1T.BUILT UP
20494,0000505138,B 9489 TEV,KUBIKASI
20495,0000503421,B 9721 PEU,1T.BUILT UP
20496,0000506461,B 9422 SEU,1T.BUILT UP
20497,0000505138,B 9451 TEX,KUBIKASI
20498,0000503421,B 9505 PEU,1T.BUILT UP
20499,0000505138,B 9977 TEW,1.KUBIKASI
20500,0000505138,B 9257 TEW,BU/25JT02/INDRA
20501,0000505138,B 9100 TXT,1.KUBIKASI
20502,0000505339,B 9641 BXS,1T.BUILT UP
20503,0000505138,B 9593 TEW,1T.BUILT UP
20504,0000502777,B 9985 BEU,1T.BUILT UP
20505,0000503520,B 9465 BXT,1T.BUILT UP
20506,0000503421,B 9290 PXS,1T.BUILT UP
20507,0000503421,B 9785 PEU,1T.BUILT UP
20508,0000502777,B 9210 BYU,1T.BUILT UP
20509,0000502777,B 9618 KP,1T.BUILT UP
20510,0000502777,B 9091 BEU,1T.BUILT UP
20511,0000505138,B 9052 TEX,BU/25CT02/RIKI
20512,0000503520,A 9379 ZX,1T.ENGKEL
20513,0000505138,B 9938 TEY,KUBIKASI
20514,0000503849,B 9112 UEV,1T.BUILT UP
20515,0000507232,B 9144 BEV,BU/25CJ01/HASAN
20516,0000505138,B 9047 TEY,KUBIKASI
20517,0000503421,B 9821 PXR,FUSO
20518,0000505138,B 9886 TEY,BU/20CB03/HASAN
20519,0000505138,B 9060 TEY,1.KUBIKASI
20520,0000503421,B 9632 PEU,BU/20CP09/ANDRI
20521,0000505138,B 9388 TXT,1.KUBIKASI
20522,0000507232,B 9884 PEU,BU/25CS01/FIKRI
20523,0000505187,B 9036 BOA,1T.BUILT UP
20524,0000505138,B 9357 TXU,CD/8FJP05/INDRA
20525,0000502777,B 9269 BEU,1T.BUILT UP
20526,0000503849,B 9219 UEU,1T.BUILT UP
20527,0000503421,B 9505 PEU,1T.BUILT UP
20528,0000505138,B 9505 TEW,KUBIKASI
20529,0000507232,B 9779 FEU,BU/25CB03/FIKRI
20530,0000503421,B 9816 PEU,BU/25CJ01/FIKRI
20531,0000505138,B 9277 TEW,BU/20CT02/RIKI
20532,0000505138,B 9003 TEZ,1.KUBIKASI
20533,0000505138,B 9443 TEX,1.KUBIKASI
20534,0000503520,B 9051 VXR,FUSO
20535,0000503520,B 9465 BXT,1T.BUILT UP
20536,0000506461,B 9417 SEU,1T.BUILT UP
20537,0000505138,B 9160 TEV,BU/20CB02/RIKI
20538,0000503849,B 9046 WF,1T.BUILT UP
20539,0000505138,B 9292 TEW,KUBIKASI
20540,0000505138,B 9905 TEV,BU/20CT02/RIKI
20541,0000505138,B 9077 TEY,BU/20CT02/HASAN
20542,0000503763,B 9244 TEZ,BU/25CT02/HASAN
20543,0000503421,B 9747 PEU,BU/20CJ01/HASAN
20544,0000505138,B 9419 TXT,1T.BUILT UP
20545,0000503978,B 9817 UEW,BUILT UP
20546,0000505138,B 9938 TEY,KUBIKASI
20547,0000505138,B 9060 TEY,1.KUBIKASI
20548,0000505138,B 9808 TEY,1.KUBIKASI
20549,0000505138,B 9388 TXT,1.KUBIKASI
20550,0000501246,B 9701 UEW,1T.BUILT UP
20551,0000506865,B 9326 OE,BUILD UP
20552,0000505138,B 9267 TXT,1.KUBIKASI
20553,0000505138,B 9304 TEX,KUBIKASI
20554,0000505138,B 9872 TEW,1.KUBIKASI
20555,0000505138,B 9866 TEY,1T.BUILT UP
20556,0000503978,B 9945 UEW,BUILT UP
20557,0000503421,B 9284 PXS,BUILT UP
20558,0000501246,B 9637 BEU,1T.BUILT UP
20559,0000507018,N 8066 UV,BU/25CT02/RIKI
20560,0000502777,B 9091 BEU,1T.BUILT UP
20561,0000505138,B 9257 TEW,BU/25JT02/ANDRI
20562,0000502777,B 9618 AU,1T.BUILT UP
20563,0000505138,B 9193 TEW,1.KUBIKASI
20564,0000505138,B 9406 TEV,BU/25CS03/RIKI
20565,0000501246,B 9694 UEV,1T.BUILT UP
20566,0000503421,B 9632 PEU,BU/20CP09/ANDRI
20567,0000500755,B 9904 CRW,1T.BUILT UP
20568,0000507232,B 9016 FEV,BU/25JT08/INDRA
20569,0000503421,B 9533 PEU,1T.BUILT UP
20570,0000506461,B 9422 SEU,1T.BUILT UP
20571,0000503520,B 9465 BXT,1T.BUILT UP
20572,0000506461,B 9420 SEU,1T.BUILT UP
20573,0000503520,B 9052 VXR,1T.ENGKEL
20574,0000503520,B 9053 VXR,1T.ENGKEL
20575,0000506512,B 9234 JXR,CD/8FCJ01/FIKRI
20576,0000503978,B 9949 UEW,BUILT UP
20577,0000502777,B 9002 XA,1T.BUILT UP
20578,0000502777,B 9233 BEV,1T.BUILT UP
20579,0000503978,B 9800 UEW,BUILT UP
20580,0000503978,B 9796 UEW,BUILT UP
20581,0000503421,B 9721 PEU,1T.BUILT UP
20582,0000501246,B 9355 UEU,1T.BUILT UP
20583,0000504888,B 9139 UEW,1T.BUILT UP
20584,0000505138,B 9388 TXT,1.KUBIKASI
20585,0000503520,B 9050 VXR,1T.ENGKEL
20586,0000503849,B 9164 UEU,1T.BUILT UP
20587,0000503421,B 9791 PEU,1T.BUILT UP
20588,0000506865,B 9326 OE,BUILD UP
20589,0000505138,B 9460 TEY,KUBIKASI
20590,0000503978,B 9799 UEW,Built Up
20591,0000505138,B 9180 TEX,1KUBIKASI
20592,0000503520,A 8191 WX,1T.ENGKEL
20593,0000505138,B 9427 TEV,1T.BUILT UP
20594,0000503520,B 9052 VXR,1T.ENGKEL
20595,0000505138,B 9480 TXT,1.KUBIKASI
20596,0000505138,B 9494 TEV,KUBIKASI
20597,0000505138,B 9509 TEX,1.KUBIKASI
20598,0000503421,B 9747 PEU,BU/20CT02/RIKI
20599,0000503978,B 9945 UEW,BUILT UP
20600,0000503421,B 9284 PXS,BUILT UP
20601,0000505138,B 9193 TEW,1.KUBIKASI
20602,0000505138,B 9388 TXT,1T.BUILT UP
20603,0000503421,B 9662 PEU,BU/20CJ01/RIKI
20604,0000503421,B 9086 PXS,1T.BUILT UP
20605,0000501246,B 9635 BEU,1T.BUILT UP
20606,0000505138,B 9907 TEY,BU/25CT02/RIKI
20607,0000505138,B 9967 TEV,1.KUBIKASI
20608,0000505138,B 9770 TEX,1.KUBIKASI
